ID,gene,t,P.Value,F1,CHR,MAPINFO,Strand,Type,feature,cgi,feat.cgi,UCSC_CpG_Islands_Name,DHS,Enhancer,Phantom,Probe_SNPs,Probe_SNPs_10,logFC,AveExpr
cg05421688,FAM163A,10.43791183,3.74E-24,0.804185351,1,179711859,R,II,TSS1500,shore,TSS1500-shore,chr1:179711947-179713951,,,,,,0.213086928,0.228631666
cg27423760,SALL1,10.42456953,4.24E-24,0.805917361,16,51186463,F,I,TSS1500,island,TSS1500-island,chr16:51183699-51188763,TRUE,,,rs4785505,,0.225593466,0.277417122
cg26721264,GALR1,10.41984289,4.43E-24,0.805613097,18,74961727,F,I,TSS1500,island,TSS1500-island,chr18:74961556-74963822,,,,,,0.245444611,0.26955859
cg16072688,PENK,10.40602796,5.05E-24,0.814360771,8,57360711,R,I,TSS1500,island,TSS1500-island,chr8:57360585-57360815,TRUE,,,,,0.182439735,0.380838361
cg27403265,HS3ST2,10.40007292,5.34E-24,0.832580962,16,22825621,R,I,TSS1500,island,TSS1500-island,chr16:22824616-22826459,TRUE,,,,,0.201141046,0.311187587
cg04640109,ZFPM2,10.3951898,5.59E-24,0.810259094,8,106330173,R,II,TSS1500,shore,TSS1500-shore,chr8:106330518-106332120,TRUE,,,,,0.216654236,0.246398538
cg18727936,VENTX,10.38865297,5.94E-24,0.814060606,10,135051044,F,II,TSS1500,island,TSS1500-island,chr10:135048797-135052077,,,,,,0.187782272,0.346166106
cg25230363,AQP1,10.38683443,6.04E-24,0.872108968,7,30951425,F,II,TSS200,opensea,TSS200-opensea,,,,,,,0.209494064,0.542839008
cg06360465,HYAL1,10.37507365,6.74E-24,0.833757508,3,50341183,R,II,TSS200,opensea,TSS200-opensea,,TRUE,,,,,0.168875696,0.716727197
cg03015433,MT3,10.36996847,7.07E-24,0.807722107,16,56623111,R,I,TSS200,island,TSS200-island,chr16:56623068-56623914,,TRUE,,,,0.165728598,0.194420934
cg17252960,ID4,10.35033088,8.50E-24,0.807749627,6,19837350,F,II,TSS1500,shore,TSS1500-shore,chr6:19837504-19839314,TRUE,,,,,0.258496553,0.318103046
cg26744375,HOXA1,10.34392954,9.02E-24,0.81305638,7,27135723,R,II,TSS200,island,TSS200-island,chr7:27135342-27136736,,,high-CpG:27102197-27102513,,,0.267594457,0.273306218
cg00464519,PAX5,10.31244319,1.21E-23,0.818074827,9,37034655,F,II,TSS200,island,TSS200-island,chr9:37034135-37038341,,,,rs3758180,,0.248613648,0.360612617
cg16771578,ALDH1L1,10.29941776,1.37E-23,0.82179676,3,125899895,F,I,TSS1500,shore,TSS1500-shore,chr3:125898662-125899568,,TRUE,,,,0.217805821,0.238541628
cg17280740,PAX6,10.29135165,1.47E-23,0.832916458,11,31840862,F,II,TSS1500,shore,TSS1500-shore,chr11:31841315-31842003,,,,,,0.22437006,0.48119323
cg01382938,ITIH5,10.27559649,1.70E-23,0.80239521,10,7709848,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.191051955,0.247688591
cg26209005,PLXNA4,10.25423461,2.08E-23,0.832923538,7,132262526,F,II,TSS1500,island,TSS1500-island,chr7:132260474-132262527,,,,,,0.233956275,0.522400961
cg25837803,PTGS2,10.24130205,2.34E-23,0.80239521,1,186649909,R,I,TSS1500,island,TSS1500-island,chr1:186649310-186650081,TRUE,,,,,0.240378435,0.281915524
cg00355281,NPY,10.23198891,2.55E-23,0.838896952,7,24323767,F,II,TSS200,island,TSS200-island,chr7:24323558-24325080,,,,,,0.253679837,0.318439891
cg11105610,LGALS3BP,10.2315236,2.56E-23,0.811021575,17,76976352,R,II,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,0.16861499,0.746639088
cg00119896,CARD11,10.22284675,2.78E-23,0.841431751,7,3083721,F,II,TSS200,opensea,TSS200-opensea,,TRUE,TRUE,,,,0.202011256,0.509987621
cg13891978,KCNH5,10.2217358,2.81E-23,0.845378043,14,63512037,F,II,TSS200,island,TSS200-island,chr14:63512022-63512996,,TRUE,,,rs78908869,0.211323424,0.286588009
cg25678815,ALX1,10.20954495,3.14E-23,0.820738535,12,85673915,R,I,TSS200,island,TSS200-island,chr12:85673878-85674700,TRUE,,,,,0.230932411,0.256635336
cg21384645,HOXD13,10.20668409,3.22E-23,0.832491255,2,176957304,R,I,TSS1500,island,TSS1500-island,chr2:176957054-176958279,TRUE,,,,,0.15809276,0.2389247
cg02761376,NEFM,10.1646967,4.75E-23,0.80349345,8,24771645,F,II,TSS1500,island,TSS1500-island,chr8:24770908-24772547,,,,rs59062625,,0.17897686,0.235277945
cg14250833,GCM2,10.1505802,5.41E-23,0.807749627,6,10882240,R,I,TSS200,shore,TSS200-shore,chr6:10882926-10883149,,,,,,0.273950811,0.298472464
cg15129823,GALR1,10.13074676,6.49E-23,0.804493968,18,74961454,F,I,TSS1500,shore,TSS1500-shore,chr18:74961556-74963822,,,,,,0.193766585,0.245709698
cg08058894,TOX2,10.1201116,7.15E-23,0.811611532,20,42544178,F,II,TSS1500,island,TSS1500-island,chr20:42543097-42545137,TRUE,,,,,0.272548678,0.358026602
cg15786837,HOXB13,10.11914457,7.22E-23,0.803147869,17,46806935,F,II,TSS1500,shore,TSS1500-shore,chr17:46805553-46806148,,,,,,0.25940998,0.345009686
cg18019017,HTR1B,10.11807148,7.29E-23,0.802666667,6,78173408,R,I,TSS1500,island,TSS1500-island,chr6:78172231-78174088,,,,,,0.185680717,0.275646651
cg00134295,A2M,10.10878353,7.93E-23,0.808454425,12,9269178,R,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.243074625,0.408867699
cg02131995,HAMP,10.10814452,7.98E-23,0.80086815,19,35772917,F,II,TSS1500,shelf,TSS1500-shelf,chr19:35769543-35770197,,,,,,0.181708299,0.667740753
cg14002622,CDK5R2,10.10435456,8.26E-23,0.812292983,2,219824053,F,II,TSS1500,shore,TSS1500-shore,chr2:219824151-219825864,,,,,,0.242367346,0.357896847
cg25153759,VENTX,10.09573481,8.94E-23,0.82179676,10,135051022,F,II,TSS1500,island,TSS1500-island,chr10:135048797-135052077,,,,,,0.195693421,0.262570378
cg01382137,PCDH8,10.07901328,1.04E-22,0.851876148,13,53423078,F,II,TSS1500,shore,TSS1500-shore,chr13:53424941-53425995,,TRUE,,rs693209,,0.230726894,0.267996662
cg06172942,RASSF1,10.07553351,1.08E-22,0.824590276,3,50378529,F,II,TSS200,island,TSS200-island,chr3:50377803-50378540,TRUE,,,,,0.216177732,0.551959143
cg25587223,GUCY2D,10.06120812,1.23E-22,0.822467672,17,7905928,F,I,TSS200,island,TSS200-island,chr17:7905927-7907445,,,,,,0.2072382,0.344439988
cg10184740,TMEM196,10.04535216,1.42E-22,0.817162984,7,19813149,R,II,TSS1500,shore,TSS1500-shore,chr7:19812569-19813005,,,,,,0.231089404,0.342994515
cg18668813,MARCKS,10.0374621,1.52E-22,0.8005997,6,114177341,R,II,TSS1500,shelf,TSS1500-shelf,chr6:114179734-114181226,,,,,,0.267477718,0.286778558
cg19909349,LAMA1,10.03606458,1.54E-22,0.803370787,18,7118092,F,I,TSS1500,island,TSS1500-island,chr18:7116852-7118241,,,,,,0.225813593,0.255938698
cg09302895,GBX2,10.00810405,1.99E-22,0.816377171,2,237077311,R,I,TSS1500,island,TSS1500-island,chr2:237071794-237078762,,,,,,0.186370691,0.387214678
cg02978421,HOXA1,10.00113156,2.12E-22,0.80239521,7,27135780,R,I,TSS200,island,TSS200-island,chr7:27135342-27136736,,TRUE,high-CpG:27102197-27102513,,,0.208348686,0.246666725
cg17653824,KCNA5,9.990643627,2.33E-22,0.803598201,12,5153054,F,II,TSS200,island,TSS200-island,chr12:5153012-5154346,TRUE,TRUE,,,,0.177637985,0.21777265
cg18368297,SOX21,9.948792857,3.41E-22,0.8005997,13,95364928,F,II,TSS1500,island,TSS1500-island,chr13:95363152-95366051,,,,,,0.250836967,0.27765122
cg13683040,PAX5,9.937773153,3.76E-22,0.896997415,9,37035766,R,I,TSS1500,island,TSS1500-island,chr9:37034135-37038341,TRUE,TRUE,,,,0.18870352,0.38456358
cg18292711,KIF5B,9.93610738,3.82E-22,0.877476156,10,32346148,F,II,TSS1500,shore,TSS1500-shore,chr10:32344550-32345570,,,,,,0.111149953,0.850112868
cg07547000,GALNT13,9.934946047,3.86E-22,0.833217993,2,154728210,R,I,TSS1500,island,TSS1500-island,chr2:154727906-154728271,,,,,,0.193017864,0.208392355
cg12622182,POU3F1,9.925399071,4.21E-22,0.883170355,1,38513641,F,II,TSS1500,island,TSS1500-island,chr1:38510102-38513642,,,,,,0.171666024,0.495385938
cg15196806,HOXA4,9.911107341,4.79E-22,0.822887592,7,27171213,F,II,TSS1500,shore,TSS1500-shore,chr7:27169572-27170638,,,,,,0.146710324,0.782064181
cg14631834,DSC3,9.908347124,4.91E-22,0.812654281,18,28623040,F,I,TSS1500,island,TSS1500-island,chr18:28621489-28623117,TRUE,,,,,0.201136764,0.250342585
cg24112713,NDRG2,9.903063346,5.15E-22,0.831050228,14,21494093,R,II,TSS1500,island,TSS1500-island,chr14:21492735-21494270,TRUE,,,,,0.16111792,0.212890252
cg05483509,ATP6V0C,9.897642255,5.41E-22,0.813983825,16,2563435,R,II,TSS1500,island,TSS1500-island,chr16:2563430-2564903,,,,,,0.237998372,0.39130517
cg15852891,OTP,9.893269546,5.63E-22,0.847254749,5,76934946,R,II,TSS1500,island,TSS1500-island,chr5:76934581-76935296,,,,,,0.197745373,0.213923387
cg19701264,FBN3,9.886975626,5.95E-22,0.811933078,19,8212385,F,II,TSS200,shore,TSS200-shore,chr19:8214335-8214699,,,,,,0.143938729,0.71457037
cg17806623,KL,9.881387178,6.26E-22,0.859564239,13,33590002,F,I,TSS1500,island,TSS1500-island,chr13:33589928-33591428,TRUE,,,,,0.171193297,0.460845824
cg05726756,HOXB1,9.877751754,6.47E-22,0.820927937,17,46608288,R,II,TSS200,island,TSS200-island,chr17:46607804-46608390,,TRUE,,,,0.143412528,0.793612737
cg04678141,SVIL,9.855871522,7.88E-22,0.889687711,10,29923920,F,II,TSS200,opensea,TSS200-opensea,,,TRUE,,,,0.170379781,0.77950202
cg01102854,MARK2,9.852703441,8.10E-22,0.816256142,11,63605717,F,II,TSS1500,shore,TSS1500-shore,chr11:63606114-63607474,,,,,,0.149244154,0.418484717
cg19295951,DUOX1,9.825329593,1.04E-21,0.80971687,15,45421998,F,I,TSS200,island,TSS200-island,chr15:45421236-45422394,TRUE,TRUE,,,,0.278134204,0.30545267
cg00913954,STK40,9.822707428,1.06E-21,0.818944099,1,36852956,R,II,TSS1500,shore,TSS1500-shore,chr1:36851089-36851873,,TRUE,,,,0.171005483,0.662451795
cg12279877,LHX1,9.819180204,1.09E-21,0.81130742,17,35294230,F,I,TSS1500,island,TSS1500-island,chr17:35291899-35300875,,,,,,0.25889898,0.291039731
cg08088161,HSPBP1,9.817362512,1.11E-21,0.806335128,19,55791950,F,II,TSS200,shore,TSS200-shore,chr19:55790848-55791105,,TRUE,,rs79560421,,0.181704572,0.645791964
cg04592728,SLC6A5,9.809082206,1.20E-21,0.829879518,11,20620181,F,II,TSS1500,shore,TSS1500-shore,chr11:20618197-20619920,,,,rs76721114,,0.219456114,0.406248265
cg11876022,TMEM196,9.806758167,1.22E-21,0.837956204,7,19812479,F,II,TSS200,shore,TSS200-shore,chr7:19812569-19813005,,TRUE,,,,0.214272534,0.234709561
cg07809909,FOXS1,9.77702389,1.60E-21,0.816572458,20,30433512,F,II,TSS200,shore,TSS200-shore,chr20:30432900-30433242,,,,,,0.151866254,0.621850178
cg06785213,HAS1,9.758584856,1.88E-21,0.826437746,19,52227357,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.168065976,0.317989218
cg00974629,EDNRA,9.743983218,2.14E-21,0.80713128,4,148401903,F,II,TSS200,shore,TSS200-shore,chr4:148402198-148402760,,,,,,0.126596431,0.829654037
cg10241484,CDH8,9.717621865,2.71E-21,0.823476988,16,62070219,R,II,TSS200,island,TSS200-island,chr16:62069121-62070634,,,,,,0.187075742,0.245288665
cg13383058,CD248,9.697524858,3.24E-21,0.857142857,11,66084660,R,II,TSS200,shore,TSS200-shore,chr11:66083572-66083782,TRUE,TRUE,,,,0.217992647,0.238074403
cg23983449,GABARAP,9.682119835,3.71E-21,0.805402087,17,7146757,R,II,TSS1500,shore,TSS1500-shore,chr17:7145479-7146709,,,,,,0.127286615,0.259651575
cg19054524,PAX1,9.679428941,3.80E-21,0.837209302,20,21686273,F,I,TSS200,island,TSS200-island,chr20:21686199-21687689,,TRUE,high-CpG:21634264-21634519,,,0.212834939,0.231245653
cg08934785,HOXA7,9.678109964,3.85E-21,0.818223179,7,27196759,F,I,TSS1500,shore,TSS1500-shore,chr7:27198182-27198514,TRUE,,,,,0.209722734,0.396270083
cg26703873,UNG,9.671161607,4.09E-21,0.800040622,12,109534326,F,II,TSS1500,shore,TSS1500-shore,chr12:109535264-109536431,,,,,,0.08610922,0.868527665
cg02503824,NTNG2,9.669397447,4.15E-21,0.814053739,9,135036868,F,II,TSS1500,island,TSS1500-island,chr9:135036713-135038933,,,high-CpG:134026417-134027375,,,0.202294823,0.257989669
cg16725094,RNF144A,9.666285478,4.27E-21,0.850803686,2,7057153,R,II,TSS1500,shore,TSS1500-shore,chr2:7057530-7058433,TRUE,,,,,0.207034808,0.480767373
cg14373923,BHLHE23,9.636478019,5.56E-21,0.830409357,20,61638433,R,I,TSS200,island,TSS200-island,chr20:61636171-61639055,,,,,,0.159973079,0.204295545
cg02737621,SESN2,9.630749747,5.84E-21,0.83866949,1,28585395,F,II,TSS1500,shore,TSS1500-shore,chr1:28585831-28587249,,,,,,0.09369302,0.148003225
cg19424531,CYP7B1,9.623419291,6.23E-21,0.808955224,8,65711522,R,II,TSS200,island,TSS200-island,chr8:65710990-65711722,,,,,,0.207048973,0.257304663
cg15002294,ZIC1,9.59723035,7.85E-21,0.809439759,3,147126444,F,II,TSS1500,shore,TSS1500-shore,chr3:147126988-147128999,,,,,,0.236451689,0.390624028
cg20387815,POMC,9.586437801,8.63E-21,0.813452444,2,25391666,F,I,TSS200,island,TSS200-island,chr2:25391072-25391875,,,,,,0.226944051,0.349617649
cg09726654,GALNT5,9.568738119,1.01E-20,0.835843856,2,158114268,F,II,TSS200,opensea,TSS200-opensea,,,TRUE,,,,0.154666855,0.23360985
cg20078972,BRD4,9.560473085,1.08E-20,0.827751963,19,15391832,F,II,TSS1500,opensea,TSS1500-opensea,,TRUE,TRUE,,,,0.232755246,0.296812557
cg01926269,POMC,9.557094561,1.12E-20,0.838726378,2,25391670,F,II,TSS200,island,TSS200-island,chr2:25391072-25391875,,,,,,0.205104429,0.329259293
cg26069068,MTSS1,9.550792861,1.18E-20,0.805995929,8,125741265,F,II,TSS1500,island,TSS1500-island,chr8:125739685-125741266,TRUE,,,,,0.189221862,0.509533396
cg22129545,UCN,9.538832224,1.31E-20,0.829622686,2,27531320,R,I,TSS200,island,TSS200-island,chr2:27529083-27531465,TRUE,,,,,0.162827965,0.773389082
cg15748490,FMN2,9.537643825,1.32E-20,0.816062176,1,240254960,R,II,TSS1500,island,TSS1500-island,chr1:240254959-240257063,,,,,,0.215761425,0.232576832
cg14570838,FLI1,9.536286945,1.34E-20,0.83897493,11,128562353,F,II,TSS1500,shore,TSS1500-shore,chr11:128562671-128565011,TRUE,,,,,0.177460591,0.227389103
cg09864961,INS,9.535277504,1.35E-20,0.844800828,11,2183434,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.105069693,0.712865483
cg23835646,LGALS2,9.519656069,1.55E-20,0.809480401,22,37976063,R,II,TSS200,opensea,TSS200-opensea,,,,,,,0.137239937,0.710715046
cg20240860,ACCS,9.507685098,1.72E-20,0.805598756,11,44087423,R,II,TSS1500,shore,TSS1500-shore,chr11:44087518-44088165,,,,,,0.145820495,0.188084329
cg21604358,HPCA,9.503930996,1.78E-20,0.828696925,1,33351761,F,II,TSS1500,island,TSS1500-island,chr1:33351686-33352397,TRUE,,,,,0.203053517,0.22494166
cg05404010,SALL1,9.487938116,2.05E-20,0.80239521,16,51186211,F,II,TSS1500,island,TSS1500-island,chr16:51183699-51188763,TRUE,,,,,0.212754045,0.222708406
cg13833437,UCN,9.484883312,2.10E-20,0.819300139,2,27531236,R,II,TSS200,island,TSS200-island,chr2:27529083-27531465,TRUE,,,,,0.175919327,0.672511349
cg04203238,PROM1,9.432094798,3.32E-20,0.826719251,4,16085702,F,I,TSS200,island,TSS200-island,chr4:16084195-16085735,TRUE,,high-CpG:15694060-15695184,,,0.252629159,0.37832874
cg11615755,HTR1A,9.426606589,3.49E-20,0.821220159,5,63257867,R,II,TSS1500,island,TSS1500-island,chr5:63256548-63257886,,,low-CpG:63293473-63294044,,rs1800047,0.198011549,0.270857597
cg01398050,KCNH8,9.410674892,4.00E-20,0.8005997,3,19189456,R,I,TSS1500,shore,TSS1500-shore,chr3:19189688-19190100,,,,,,0.215044627,0.232072426
cg05620288,HS6ST1,9.404815558,4.21E-20,0.817688442,2,129076914,R,II,TSS1500,island,TSS1500-island,chr2:129075197-129077639,,,,,,0.167417448,0.270414753
cg13177758,CRABP1,9.399664637,4.40E-20,0.81595092,15,78632572,R,II,TSS200,shore,TSS200-shore,chr15:78632669-78633108,TRUE,,,,,0.236038593,0.268667381
cg09286367,MIR589,9.37819487,5.30E-20,0.817023429,7,5535692,F,I,TSS200,shore,TSS200-shore,chr7:5534384-5534766,,,,,,0.194040353,0.745138591
cg12477716,IGF2BP1,9.366898787,5.84E-20,0.811292719,17,47073436,F,I,TSS1500,island,TSS1500-island,chr17:47072820-47076042,,,high-CpG:44428367-44428563,,,0.234157326,0.271218447
cg00795812,PDCD1,9.348544023,6.84E-20,0.817626083,2,242802009,F,II,TSS1500,shelf,TSS1500-shelf,chr2:242805752-242806034,,TRUE,,rs41396546,,0.207311864,0.40493779
cg01731685,IL17RA,9.346865827,6.94E-20,0.837423313,22,17565455,F,II,TSS1500,shore,TSS1500-shore,chr22:17565517-17566990,,,,,,0.052342173,0.066508899
cg03581459,PACS2,9.342775847,7.19E-20,0.824258521,14,105780137,F,I,TSS1500,shore,TSS1500-shore,chr14:105780339-105782027,,,,,,0.124932456,0.231399875
cg24715245,UCHL1,9.340064359,7.36E-20,0.806936825,4,41258794,R,II,TSS200,island,TSS200-island,chr4:41258759-41259867,TRUE,,,,,0.199084639,0.507226136
cg12086936,PAX6,9.323724362,8.47E-20,0.814676451,11,31832879,F,I,TSS200,island,TSS200-island,chr11:31831620-31839038,,TRUE,high-CpG:31789239-31789459,rs76139480,,0.257046286,0.335088029
cg21696393,SOX8,9.275825137,1.28E-19,0.816292708,16,1030401,F,II,TSS1500,island,TSS1500-island,chr16:1029878-1035327,,,,rs12443534,,0.179383443,0.503019032
cg18639233,SIX6,9.274337902,1.29E-19,0.817228127,14,60975846,F,I,TSS200,island,TSS200-island,chr14:60975732-60978180,,TRUE,,,,0.224476638,0.245683794
cg05599550,ABCC3,9.266270102,1.39E-19,0.822822823,17,48711902,F,II,TSS1500,shore,TSS1500-shore,chr17:48712050-48712705,TRUE,,,,,0.19754887,0.215850499
cg17116120,COX4I2,9.232355725,1.85E-19,0.803259604,20,30225681,F,I,TSS200,island,TSS200-island,chr20:30225572-30225852,,,,,,0.164453407,0.568143416
cg15028514,MIR124-3,9.175888259,3.00E-19,0.866855524,20,61809841,F,II,TSS200,island,TSS200-island,chr20:61806254-61810867,,,,,,0.195519527,0.243666639
cg16865138,IL23A,9.174758957,3.03E-19,0.812721713,12,56732447,F,II,TSS1500,opensea,TSS1500-opensea,,,TRUE,,,,0.190454201,0.41569298
cg16574310,MSLN,9.163644826,3.32E-19,0.843216744,16,811013,R,II,TSS200,opensea,TSS200-opensea,,TRUE,,,,,0.139304271,0.493884261
cg20134151,PPP1R14C,9.157653648,3.50E-19,0.817022556,6,150463500,F,II,TSS1500,shore,TSS1500-shore,chr6:150463771-150465002,TRUE,,,,,0.229771829,0.361747442
cg20611276,EYA4,9.150291333,3.72E-19,0.800343665,6,133561866,F,I,TSS1500,shore,TSS1500-shore,chr6:133562086-133563586,TRUE,,,,,0.180429875,0.347230595
cg22769941,NELL1,9.14442133,3.91E-19,0.816568047,11,20690628,R,I,TSS1500,island,TSS1500-island,chr11:20690579-20691845,,,,,,0.186523136,0.200360602
cg02077276,CALCA,9.119542348,4.83E-19,0.820112277,11,14993977,F,II,TSS200,shore,TSS200-shore,chr11:14995128-14995908,,,,rs35955129,,0.163793594,0.319045958
cg15241920,TTYH1,9.113403547,5.08E-19,0.826979472,19,54926514,F,I,TSS200,shore,TSS200-shore,chr19:54927902-54928225,,,,,,0.211983049,0.210459126
cg09468328,SPSB1,9.088728441,6.26E-19,0.812072184,1,9352407,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,,0.126652692,0.260490185
cg13807496,ALX4,9.079909274,6.74E-19,0.812877644,11,44332540,R,II,TSS1500,island,TSS1500-island,chr11:44332314-44332757,TRUE,TRUE,,,,0.184978659,0.344070534
cg10521638,CXCL1,9.077869006,6.86E-19,0.80610687,4,74734919,R,II,TSS200,island,TSS200-island,chr4:74734918-74735544,TRUE,,,,,0.167273391,0.179765197
cg06416491,KIF21A,9.03565004,9.78E-19,0.82179676,12,39837660,R,II,TSS1500,shore,TSS1500-shore,chr12:39836211-39837499,,,,,,0.125060644,0.251430371
cg17040303,SIM2,9.02463393,1.07E-18,0.817120623,21,38070535,R,I,TSS1500,island,TSS1500-island,chr21:38068193-38073891,,,,,,0.176236624,0.338378591
cg22131234,VSTM2A,8.982352958,1.53E-18,0.83065513,7,54609968,F,I,TSS200,island,TSS200-island,chr7:54609734-54610140,TRUE,,,,,0.159174181,0.223893035
cg22060073,ADCY8,8.965146999,1.76E-18,0.802465965,8,132052942,R,II,TSS200,island,TSS200-island,chr8:132052203-132054749,,,,,,0.186284878,0.191372143
cg03045425,NOL4,8.955317564,1.91E-18,0.820003106,18,31803633,R,I,TSS200,island,TSS200-island,chr18:31802358-31803792,,,,,,0.158940634,0.189248292
cg25948980,CAPN5,8.944947427,2.09E-18,0.807677806,11,76777325,R,II,TSS1500,shore,TSS1500-shore,chr11:76777569-76778453,,,,,,0.158947656,0.218978594
cg27051683,PDCD1,8.911244846,2.76E-18,0.803732504,2,242802069,F,I,TSS1500,shelf,TSS1500-shelf,chr2:242805752-242806034,TRUE,TRUE,,rs41404549,,0.137668067,0.436881994
cg09696301,SLC6A5,8.902966266,2.95E-18,0.800537531,11,20619598,R,II,TSS1500,island,TSS1500-island,chr11:20618197-20619920,,TRUE,,,,0.196350949,0.21270912
cg24337786,MAP4K1,8.877272084,3.65E-18,0.819284452,19,39108672,F,I,TSS200,shore,TSS200-shore,chr19:39109432-39109862,,,,,,0.226209911,0.368875789
cg24048517,ZNF652,8.870274041,3.87E-18,0.831028345,17,47440172,F,I,TSS1500,shore,TSS1500-shore,chr17:47438906-47439938,,,,,,0.069047738,0.103755622
cg21545902,KL,8.848599384,4.63E-18,0.825188917,13,33590083,R,I,TSS1500,island,TSS1500-island,chr13:33589928-33591428,TRUE,,,,,0.195433972,0.376970259
cg14391586,SOX18,8.832099794,5.30E-18,0.811723145,20,62681296,F,I,TSS1500,island,TSS1500-island,chr20:62681074-62681332,,,,,,0.16784936,0.268649878
cg21211357,CPM,8.823740168,5.68E-18,0.802014723,12,69327531,F,II,TSS1500,island,TSS1500-island,chr12:69327021-69327532,,,,,,0.202254636,0.363910984
cg27047406,SLC6A2,8.792979347,7.31E-18,0.804312236,16,55689534,R,II,TSS1500,shore,TSS1500-shore,chr16:55689598-55690895,,,,,,0.183636874,0.458506343
cg07715201,GDNF,8.781554339,8.03E-18,0.806385481,5,37840839,F,II,TSS1500,shore,TSS1500-shore,chr5:37836747-37840726,,,,,,0.206049313,0.334053407
cg18920423,PTF1A,8.768319316,8.95E-18,0.803598201,10,23481389,F,I,TSS200,island,TSS200-island,chr10:23480697-23482455,TRUE,,,,,0.172651277,0.181048492
cg19300568,NAT8L,8.728523096,1.24E-17,0.80839895,4,2060112,F,I,TSS1500,island,TSS1500-island,chr4:2059928-2063181,,,,,,0.212604504,0.336090382
cg12514789,TWIST1,8.723983075,1.29E-17,0.826979472,7,19158123,F,II,TSS1500,shore,TSS1500-shore,chr7:19156050-19158042,TRUE,,,,,0.195476784,0.412161189
cg08844365,LAMA4,8.714248457,1.39E-17,0.854942234,6,112576393,R,II,TSS1500,shore,TSS1500-shore,chr6:112575091-112575483,,,,,,0.141413476,0.841713424
cg20014049,PTF1A,8.705195935,1.50E-17,0.822646478,10,23481385,F,I,TSS200,island,TSS200-island,chr10:23480697-23482455,TRUE,,,,,0.204041288,0.217221944
cg10775991,CHD8,8.648904122,2.36E-17,0.804246848,14,21905945,R,II,TSS1500,opensea,TSS1500-opensea,,,,,,rs36008982,0.15034306,0.486207355
cg08659667,PLD5,8.645072768,2.44E-17,0.808412155,1,242688226,R,II,TSS1500,island,TSS1500-island,chr1:242687922-242688682,TRUE,,,,,0.172329453,0.173849062
cg24497732,GLI3,8.577955444,4.19E-17,0.814233129,7,42278077,R,I,TSS1500,shore,TSS1500-shore,chr7:42276003-42277850,,,,,,0.162740873,0.440545091
cg21210090,BST1,8.537507243,5.79E-17,0.837600207,4,15704429,F,II,TSS200,shore,TSS200-shore,chr4:15704640-15705000,,,,,,0.176236908,0.288215884
