Model,ID1,ID2,ID3,ID4,average_accuracy,AUC,f1_score,AVG_accuracy,AVG_AUC,AVG_f1_score,,,Cluster1,Cluster2,Cluster3,Cluster4
XGBoost,cg04037038,cg03520644,cg17152757,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
RandomForest,cg04037038,cg03520644,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
Decision Tree,cg07445246,cg03520644,cg17152757,cg13267264,0.964044944,0.876697316,0.980049875,,,,,,,,,
SVM,cg07445246,cg03520644,cg17152757,cg13267264,0.982022472,0.952421683,0.989949749,,,,,,,,,
XGBoost,cg07445246,cg03520644,cg17152757,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg07445246,cg03520644,cg17152757,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
Logistic Regression,cg09293816,cg03520644,cg17152757,cg13267264,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg09293816,cg03520644,cg17152757,cg13267264,0.979775281,0.960547418,0.988650694,,,,,,,,,
XGBoost,cg09293816,cg03520644,cg17152757,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg09293816,cg03520644,cg17152757,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
Logistic Regression,cg18710784,cg03520644,cg17152757,cg13267264,0.957303371,0.835400406,0.97645601,,,,,,,,,
SVM,cg18710784,cg03520644,cg17152757,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg18710784,cg03520644,cg17152757,cg13267264,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg18710784,cg03520644,cg17152757,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg22877509,cg03520644,cg17152757,cg13267264,0.959550562,0.836656688,0.977722772,,,,,,,,,
SVM,cg22877509,cg03520644,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
XGBoost,cg22877509,cg03520644,cg17152757,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
RandomForest,cg22877509,cg03520644,cg17152757,cg13267264,0.975280899,0.920506789,0.986232791,,,,,,,,,
Logistic Regression,cg24848035,cg03520644,cg17152757,cg13267264,0.973033708,0.881722442,0.985111663,,,,,,,,,
SVM,cg24848035,cg03520644,cg17152757,cg13267264,0.984269663,0.953677964,0.991217064,,,,,,,,,
XGBoost,cg24848035,cg03520644,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
RandomForest,cg24848035,cg03520644,cg17152757,cg13267264,0.982022472,0.93365765,0.99,,,,,,,,,
Logistic Regression,cg26405020,cg03520644,cg17152757,cg13267264,0.966292135,0.868571581,0.98136646,,,,,,,,,
SVM,cg26405020,cg03520644,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
XGBoost,cg26405020,cg03520644,cg17152757,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg26405020,cg03520644,cg17152757,cg13267264,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg27494647,cg03520644,cg17152757,cg13267264,0.966292135,0.868571581,0.98136646,,,,,,,,,
SVM,cg27494647,cg03520644,cg17152757,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
XGBoost,cg27494647,cg03520644,cg17152757,cg13267264,0.964044944,0.914225382,0.979848866,,,,,,,,,
RandomForest,cg27494647,cg03520644,cg17152757,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
Logistic Regression,cg01158680,cg09554951,cg17152757,cg13267264,0.957303371,0.816636373,0.976572133,,,,,,,,,
SVM,cg01158680,cg09554951,cg17152757,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg01158680,cg09554951,cg17152757,cg13267264,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg01158680,cg09554951,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
Logistic Regression,cg04037038,cg09554951,cg17152757,cg13267264,0.939325843,0.750294023,0.966871166,,,,,,,,,
SVM,cg04037038,cg09554951,cg17152757,cg13267264,0.970786517,0.955522292,0.983523447,,,,,,,,,
XGBoost,cg04037038,cg09554951,cg17152757,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg04037038,cg09554951,cg17152757,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
Logistic Regression,cg07445246,cg09554951,cg17152757,cg13267264,0.964044944,0.857933283,0.980148883,,,,,,,,,
SVM,cg07445246,cg09554951,cg17152757,cg13267264,0.970786517,0.955522292,0.983523447,,,,,,,,,
XGBoost,cg07445246,cg09554951,cg17152757,cg13267264,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg07445246,cg09554951,cg17152757,cg13267264,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg09293816,cg09554951,cg17152757,cg13267264,0.937078652,0.749037742,0.965601966,,,,,,,,,
SVM,cg09293816,cg09554951,cg17152757,cg13267264,0.968539326,0.954266011,0.982233503,,,,,,,,,
XGBoost,cg09293816,cg09554951,cg17152757,cg13267264,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg09293816,cg09554951,cg17152757,cg13267264,0.984269663,0.953677964,0.991217064,,,,,,,,,
Logistic Regression,cg18710784,cg09554951,cg17152757,cg13267264,0.941573034,0.760932321,0.968058968,,,,,,,,,
SVM,cg18710784,cg09554951,cg17152757,cg13267264,0.966292135,0.934245697,0.981036662,,,,,,,,,
XGBoost,cg18710784,cg09554951,cg17152757,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
RandomForest,cg18710784,cg09554951,cg17152757,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
Logistic Regression,cg22877509,cg09554951,cg17152757,cg13267264,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg22877509,cg09554951,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
XGBoost,cg22877509,cg09554951,cg17152757,cg13267264,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg22877509,cg09554951,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
Logistic Regression,cg24848035,cg09554951,cg17152757,cg13267264,0.964044944,0.8673153,0.980099502,,,,,,,,,
SVM,cg24848035,cg09554951,cg17152757,cg13267264,0.979775281,0.969929434,0.988621997,,,,,,,,,
XGBoost,cg24848035,cg09554951,cg17152757,cg13267264,0.982022472,0.952421683,0.989949749,,,,,,,,,
RandomForest,cg24848035,cg09554951,cg17152757,cg13267264,0.982022472,0.952421683,0.989949749,,,,,,,,,
Logistic Regression,cg26405020,cg09554951,cg17152757,cg13267264,0.952808989,0.804741794,0.974106042,,,,,,,,,
SVM,cg26405020,cg09554951,cg17152757,cg13267264,0.968539326,0.935501978,0.982323232,,,,,,,,,
XGBoost,cg26405020,cg09554951,cg17152757,cg13267264,0.957303371,0.872928472,0.976220275,,,,,,,,,
RandomForest,cg26405020,cg09554951,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
Logistic Regression,cg27494647,cg09554951,cg17152757,cg13267264,0.95505618,0.824762108,0.975247525,,,,,,,,,
SVM,cg27494647,cg09554951,cg17152757,cg13267264,0.973033708,0.938014541,0.98488665,,,,,,,,,
XGBoost,cg27494647,cg09554951,cg17152757,cg13267264,0.961797753,0.903587084,0.978616352,,,,,,,,,
RandomForest,cg27494647,cg09554951,cg17152757,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg01158680,cg10266490,cg17152757,cg13267264,0.97752809,0.912381054,0.987531172,,,,,,,,,
SVM,cg01158680,cg10266490,cg17152757,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
XGBoost,cg01158680,cg10266490,cg17152757,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
RandomForest,cg01158680,cg10266490,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg04037038,cg10266490,cg17152757,cg13267264,0.973033708,0.900486475,0.985037406,,,,,,,,,
SVM,cg04037038,cg10266490,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg04037038,cg10266490,cg17152757,cg13267264,0.975280899,0.920506789,0.986232791,,,,,,,,,
RandomForest,cg04037038,cg10266490,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
Decision Tree,cg07445246,cg10266490,cg17152757,cg13267264,0.959550562,0.882310489,0.976160602,,,,,,,,,
SVM,cg07445246,cg10266490,cg17152757,cg13267264,0.97752809,0.959291137,0.987373737,,,,,,,,,
XGBoost,cg07445246,cg10266490,cg17152757,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg07445246,cg10266490,cg17152757,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
Logistic Regression,cg09293816,cg10266490,cg17152757,cg13267264,0.970786517,0.880466161,0.983850932,,,,,,,,,
SVM,cg09293816,cg10266490,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg09293816,cg10266490,cg17152757,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
RandomForest,cg09293816,cg10266490,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg18710784,cg10266490,cg17152757,cg13267264,0.973033708,0.900486475,0.985037406,,,,,,,,,
SVM,cg18710784,cg10266490,cg17152757,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
XGBoost,cg18710784,cg10266490,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg18710784,cg10266490,cg17152757,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
Logistic Regression,cg22877509,cg10266490,cg17152757,cg13267264,0.973033708,0.900486475,0.985037406,,,,,,,,,
SVM,cg22877509,cg10266490,cg17152757,cg13267264,0.97752809,0.931145087,0.987468672,,,,,,,,,
XGBoost,cg22877509,cg10266490,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg22877509,cg10266490,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
Logistic Regression,cg24848035,cg10266490,cg17152757,cg13267264,0.982022472,0.924275633,0.990024938,,,,,,,,,
SVM,cg24848035,cg10266490,cg17152757,cg13267264,0.979775281,0.960547418,0.988650694,,,,,,,,,
XGBoost,cg24848035,cg10266490,cg17152757,cg13267264,0.982022472,0.943039666,0.989974937,,,,,,,,,
RandomForest,cg24848035,cg10266490,cg17152757,cg13267264,0.982022472,0.943039666,0.989974937,,,,,,,,,
Logistic Regression,cg26405020,cg10266490,cg17152757,cg13267264,0.975280899,0.911124773,0.986267166,,,,,,,,,
SVM,cg26405020,cg10266490,cg17152757,cg13267264,0.979775281,0.951165401,0.988679245,,,,,,,,,
XGBoost,cg26405020,cg10266490,cg17152757,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
RandomForest,cg26405020,cg10266490,cg17152757,cg13267264,0.97752809,0.931145087,0.987468672,,,,,,,,,
Logistic Regression,cg27494647,cg10266490,cg17152757,cg13267264,0.973033708,0.900486475,0.985037406,,,,,,,,,
SVM,cg27494647,cg10266490,cg17152757,cg13267264,0.97752809,0.94990912,0.987405542,,,,,,,,,
XGBoost,cg27494647,cg10266490,cg17152757,cg13267264,0.964044944,0.895461349,0.979949875,,,,,,,,,
RandomForest,cg27494647,cg10266490,cg17152757,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
Logistic Regression,cg01158680,cg14502484,cg17152757,cg13267264,0.961797753,0.856677002,0.978881988,,,,,,,,,
SVM,cg01158680,cg14502484,cg17152757,cg13267264,0.973033708,0.947396557,0.984848485,,,,,,,,,
XGBoost,cg01158680,cg14502484,cg17152757,cg13267264,0.968539326,0.907355929,0.98245614,,,,,,,,,
RandomForest,cg01158680,cg14502484,cg17152757,cg13267264,0.973033708,0.919250508,0.984962406,,,,,,,,,
Logistic Regression,cg04037038,cg14502484,cg17152757,cg13267264,0.952808989,0.814123811,0.974042027,,,,,,,,,
SVM,cg04037038,cg14502484,cg17152757,cg13267264,0.973033708,0.956778574,0.984810127,,,,,,,,,
XGBoost,cg04037038,cg14502484,cg17152757,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
RandomForest,cg04037038,cg14502484,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg07445246,cg14502484,cg17152757,cg13267264,0.964044944,0.876697316,0.980049875,,,,,,,,,
SVM,cg07445246,cg14502484,cg17152757,cg13267264,0.968539326,0.944883994,0.982278481,,,,,,,,,
XGBoost,cg07445246,cg14502484,cg17152757,cg13267264,0.973033708,0.919250508,0.984962406,,,,,,,,,
RandomForest,cg07445246,cg14502484,cg17152757,cg13267264,0.975280899,0.929888806,0.986198243,,,,,,,,,
Logistic Regression,cg09293816,cg14502484,cg17152757,cg13267264,0.961797753,0.847294986,0.978934325,,,,,,,,,
SVM,cg09293816,cg14502484,cg17152757,cg13267264,0.97752809,0.940527104,0.987437186,,,,,,,,,
XGBoost,cg09293816,cg14502484,cg17152757,cg13267264,0.975280899,0.920506789,0.986232791,,,,,,,,,
RandomForest,cg09293816,cg14502484,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
Logistic Regression,cg18710784,cg14502484,cg17152757,cg13267264,0.950561798,0.812867529,0.972772277,,,,,,,,,
SVM,cg18710784,cg14502484,cg17152757,cg13267264,0.968539326,0.954266011,0.982233503,,,,,,,,,
XGBoost,cg18710784,cg14502484,cg17152757,cg13267264,0.959550562,0.874184754,0.9775,,,,,,,,,
RandomForest,cg18710784,cg14502484,cg17152757,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg22877509,cg14502484,cg17152757,cg13267264,0.961797753,0.856677002,0.978881988,,,,,,,,,
SVM,cg22877509,cg14502484,cg17152757,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
XGBoost,cg22877509,cg14502484,cg17152757,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg22877509,cg14502484,cg17152757,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
Logistic Regression,cg24848035,cg14502484,cg17152757,cg13267264,0.97752809,0.912381054,0.987531172,,,,,,,,,
SVM,cg24848035,cg14502484,cg17152757,cg13267264,0.982022472,0.961803699,0.989924433,,,,,,,,,
XGBoost,cg24848035,cg14502484,cg17152757,cg13267264,0.973033708,0.938014541,0.98488665,,,,,,,,,
RandomForest,cg24848035,cg14502484,cg17152757,cg13267264,0.984269663,0.953677964,0.991217064,,,,,,,,,
Logistic Regression,cg26405020,cg14502484,cg17152757,cg13267264,0.968539326,0.879209879,0.982587065,,,,,,,,,
SVM,cg26405020,cg14502484,cg17152757,cg13267264,0.97752809,0.940527104,0.987437186,,,,,,,,,
XGBoost,cg26405020,cg14502484,cg17152757,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg26405020,cg14502484,cg17152757,cg13267264,0.982022472,0.952421683,0.989949749,,,,,,,,,
Logistic Regression,cg27494647,cg14502484,cg17152757,cg13267264,0.964044944,0.8673153,0.980099502,,,,,,,,,
SVM,cg27494647,cg14502484,cg17152757,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
XGBoost,cg27494647,cg14502484,cg17152757,cg13267264,0.966292135,0.915481664,0.981132075,,,,,,,,,
RandomForest,cg27494647,cg14502484,cg17152757,cg13267264,0.975280899,0.920506789,0.986232791,,,,,,,,,
Logistic Regression,cg01158680,cg16294013,cg17152757,cg13267264,0.952808989,0.804741794,0.974106042,,,,,,,,,
SVM,cg01158680,cg16294013,cg17152757,cg13267264,0.966292135,0.953009729,0.98094028,,,,,,,,,
XGBoost,cg01158680,cg16294013,cg17152757,cg13267264,0.957303371,0.882310489,0.976160602,,,,,,,,,
RandomForest,cg01158680,cg16294013,cg17152757,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg04037038,cg16294013,cg17152757,cg13267264,0.939325843,0.75967604,0.966789668,,,,,,,,,
SVM,cg04037038,cg16294013,cg17152757,cg13267264,0.966292135,0.953009729,0.98094028,,,,,,,,,
XGBoost,cg04037038,cg16294013,cg17152757,cg13267264,0.970786517,0.90861221,0.983729662,,,,,,,,,
RandomForest,cg04037038,cg16294013,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg07445246,cg16294013,cg17152757,cg13267264,0.970786517,0.889848177,0.98381071,,,,,,,,,
SVM,cg07445246,cg16294013,cg17152757,cg13267264,0.97752809,0.968673153,0.987341772,,,,,,,,,
XGBoost,cg07445246,cg16294013,cg17152757,cg13267264,0.966292135,0.896717631,0.981226533,,,,,,,,,
RandomForest,cg07445246,cg16294013,cg17152757,cg13267264,0.97752809,0.940527104,0.987437186,,,,,,,,,
Logistic Regression,cg09293816,cg16294013,cg17152757,cg13267264,0.934831461,0.785309526,0.963975155,,,,,,,,,
SVM,cg09293816,cg16294013,cg17152757,cg13267264,0.966292135,0.953009729,0.98094028,,,,,,,,,
XGBoost,cg09293816,cg16294013,cg17152757,cg13267264,0.961797753,0.894205068,0.978670013,,,,,,,,,
RandomForest,cg09293816,cg16294013,cg17152757,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
Logistic Regression,cg18710784,cg16294013,cg17152757,cg13267264,0.957303371,0.82601839,0.976514215,,,,,,,,,
SVM,cg18710784,cg16294013,cg17152757,cg13267264,0.966292135,0.953009729,0.98094028,,,,,,,,,
XGBoost,cg18710784,cg16294013,cg17152757,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg18710784,cg16294013,cg17152757,cg13267264,0.959550562,0.88356677,0.977443609,,,,,,,,,
Logistic Regression,cg22877509,cg16294013,cg17152757,cg13267264,0.95505618,0.824762108,0.975247525,,,,,,,,,
SVM,cg22877509,cg16294013,cg17152757,cg13267264,0.968539326,0.935501978,0.982323232,,,,,,,,,
XGBoost,cg22877509,cg16294013,cg17152757,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
RandomForest,cg22877509,cg16294013,cg17152757,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
Logistic Regression,cg24848035,cg16294013,cg17152757,cg13267264,0.968539326,0.869827863,0.982630273,,,,,,,,,
SVM,cg24848035,cg16294013,cg17152757,cg13267264,0.984269663,0.972441997,0.991172762,,,,,,,,,
XGBoost,cg24848035,cg16294013,cg17152757,cg13267264,0.982022472,0.952421683,0.989949749,,,,,,,,,
RandomForest,cg24848035,cg16294013,cg17152757,cg13267264,0.982022472,0.952421683,0.989949749,,,,,,,,,
Logistic Regression,cg26405020,cg16294013,cg17152757,cg13267264,0.946067416,0.791590933,0.97037037,,,,,,,,,
SVM,cg26405020,cg16294013,cg17152757,cg13267264,0.966292135,0.934245697,0.981036662,,,,,,,,,
XGBoost,cg26405020,cg16294013,cg17152757,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg26405020,cg16294013,cg17152757,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
Logistic Regression,cg27494647,cg16294013,cg17152757,cg13267264,0.959550562,0.855420721,0.97761194,,,,,,,,,
SVM,cg27494647,cg16294013,cg17152757,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg27494647,cg16294013,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
RandomForest,cg27494647,cg16294013,cg17152757,cg13267264,0.973033708,0.928632524,0.984924623,,,,,,,,,
Logistic Regression,cg01158680,cg19619405,cg17152757,cg13267264,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg01158680,cg19619405,cg17152757,cg13267264,0.966292135,0.943627713,0.980988593,,,,,,,,,
XGBoost,cg01158680,cg19619405,cg17152757,cg13267264,0.961797753,0.884823051,0.978723404,,,,,,,,,
RandomForest,cg01158680,cg19619405,cg17152757,cg13267264,0.966292135,0.915481664,0.981132075,,,,,,,,,
Logistic Regression,cg04037038,cg19619405,cg17152757,cg13267264,0.943820225,0.790334652,0.969097651,,,,,,,,,
SVM,cg04037038,cg19619405,cg17152757,cg13267264,0.961797753,0.950497167,0.978343949,,,,,,,,,
XGBoost,cg04037038,cg19619405,cg17152757,cg13267264,0.966292135,0.906099647,0.981179423,,,,,,,,,
RandomForest,cg04037038,cg19619405,cg17152757,cg13267264,0.968539326,0.926119962,0.982367758,,,,,,,,,
Decision Tree,cg07445246,cg19619405,cg17152757,cg13267264,0.964044944,0.876697316,0.980049875,,,,,,,,,
SVM,cg07445246,cg19619405,cg17152757,cg13267264,0.97752809,0.959291137,0.987373737,,,,,,,,,
XGBoost,cg07445246,cg19619405,cg17152757,cg13267264,0.970786517,0.927376243,0.983647799,,,,,,,,,
RandomForest,cg07445246,cg19619405,cg17152757,cg13267264,0.979775281,0.941783385,0.988707654,,,,,,,,,
Logistic Regression,cg09293816,cg19619405,cg17152757,cg13267264,0.941573034,0.798460387,0.967741935,,,,,,,,,
SVM,cg09293816,cg19619405,cg17152757,cg13267264,0.964044944,0.951753448,0.979643766,,,,,,,,,
XGBoost,cg09293816,cg19619405,cg17152757,cg13267264,0.959550562,0.88356677,0.977443609,,,,,,,,,
RandomForest,cg09293816,cg19619405,cg17152757,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg18710784,cg19619405,cg17152757,cg13267264,0.95505618,0.834144125,0.975186104,,,,,,,,,
SVM,cg18710784,cg19619405,cg17152757,cg13267264,0.970786517,0.964904309,0.983481576,,,,,,,,,
XGBoost,cg18710784,cg19619405,cg17152757,cg13267264,0.95505618,0.881054207,0.974874372,,,,,,,,,
RandomForest,cg18710784,cg19619405,cg17152757,cg13267264,0.964044944,0.904843366,0.979899497,,,,,,,,,
Logistic Regression,cg22877509,cg19619405,cg17152757,cg13267264,0.959550562,0.855420721,0.97761194,,,,,,,,,
SVM,cg22877509,cg19619405,cg17152757,cg13267264,0.975280899,0.948652839,0.986128625,,,,,,,,,
XGBoost,cg22877509,cg19619405,cg17152757,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg22877509,cg19619405,cg17152757,cg13267264,0.970786517,0.917994226,0.983688833,,,,,,,,,
Logistic Regression,cg24848035,cg19619405,cg17152757,cg13267264,0.975280899,0.901742756,0.98630137,,,,,,,,,
SVM,cg24848035,cg19619405,cg17152757,cg13267264,0.982022472,0.961803699,0.989924433,,,,,,,,,
XGBoost,cg24848035,cg19619405,cg17152757,cg13267264,0.982022472,0.961803699,0.989924433,,,,,,,,,
RandomForest,cg24848035,cg19619405,cg17152757,cg13267264,0.984269663,0.953677964,0.991217064,,,,,,,,,
Logistic Regression,cg26405020,cg19619405,cg17152757,cg13267264,0.952808989,0.832887843,0.973913043,,,,,,,,,
SVM,cg26405020,cg19619405,cg17152757,cg13267264,0.966292135,0.934245697,0.981036662,,,,,,,,,
XGBoost,cg26405020,cg19619405,cg17152757,cg13267264,0.968539326,0.916737945,0.98241206,,,,,,,,,
RandomForest,cg26405020,cg19619405,cg17152757,cg13267264,0.975280899,0.939270822,0.986163522,,,,,,,,,
Logistic Regression,cg27494647,cg19619405,cg17152757,cg13267264,0.959550562,0.855420721,0.97761194,,,,,,,,,
SVM,cg27494647,cg19619405,cg17152757,cg13267264,0.961797753,0.922351117,0.978508217,,,,,,,,,
XGBoost,cg27494647,cg19619405,cg17152757,cg13267264,0.961797753,0.894205068,0.978670013,,,,,,,,,
